1	0	150
2	0	150
3	0	150
4	0	150
5	24	150
6	0	150
7	0	150
8	0	150
9	0	150
10	0	150
11	0	150
12	0	150
13	0	150
14	0	150
15	0	141
16	1	150
17	0	150
18	0	150
19	0	150
20	0	150
21	0	150
22	0	150
23	0	150
24	0	150
25	0	150
26	0	150
27	4	150
28	0	150
29	0	150
30	0	150
31	0	150
32	0	150
33	0	143
34	0	150
35	0	150
36	0	150
37	0	150
38	0	150
39	0	150
40	0	150
41	0	150
42	0	150
43	0	150
44	0	150
45	0	150
46	0	150
47	0	150
48	0	109
49	0	150
50	0	150
51	5	150
52	0	150
53	0	150
54	0	150
55	0	150
56	0	150
57	1	150
58	0	150
59	0	150
60	0	150
61	0	150
62	0	150
63	0	150
64	0	150
65	0	150
66	0	150
67	0	150
68	0	150
69	0	150
70	0	150
71	75	150
72	0	147
73	0	121
74	0	150
75	0	150
76	0	150
77	0	135
78	0	150
79	0	150
80	0	150
81	0	149
82	68	150
83	0	150
84	0	150
85	0	150
86	0	150
87	0	150
88	0	150
89	0	150
90	0	150
91	0	150
92	0	150
93	0	150
94	0	150
95	0	150
96	0	150
97	0	150
98	0	150
99	0	85
100	0	150
101	0	150
102	0	147
103	0	150
104	0	150
105	0	150
106	0	150
107	0	150
108	0	150
109	0	150
110	0	150
111	0	150
112	0	150
113	0	150
114	0	150
115	18	150
116	0	150
117	0	150
118	0	147
119	0	150
120	0	150
121	0	150
122	0	150
123	0	150
124	0	150
125	0	150
126	0	150
127	0	150
128	0	150
129	0	150
130	0	150
131	0	150
132	0	150
133	0	150
134	0	150
135	0	150
136	0	150
137	0	150
138	0	150
139	15	150
140	0	150
141	0	150
142	0	150
143	0	150
144	0	150
145	0	150
146	0	150
147	0	150
148	0	148
149	0	150
150	0	150
151	0	150
152	0	150
153	0	150
154	0	150
155	0	150
156	0	150
157	0	114
158	7	150
159	0	150
160	16	150
161	0	150
162	0	150
163	18	150
164	0	150
165	0	150
166	0	150
167	0	150
168	0	150
169	0	150
170	0	150
171	0	138
172	0	150
173	0	150
174	0	150
175	0	150
176	0	150
177	0	150
178	0	150
179	0	150
180	0	150
181	0	87
182	0	150
183	0	150
184	0	150
185	25	150
186	0	150
187	0	150
188	0	150
189	2	150
190	0	150
191	0	150
192	0	150
193	0	150
194	0	150
195	0	150
196	0	150
197	0	150
198	0	150
199	0	150
200	0	150
201	0	150
202	0	150
203	0	150
204	0	150
205	0	150
206	0	150
207	0	150
208	0	150
209	0	150
210	0	150
211	0	150
212	0	150
213	0	150
214	6	150
215	0	150
216	0	150
217	0	150
218	0	150
219	0	150
220	0	150
221	0	150
222	0	115
223	0	150
224	0	150
225	0	150
226	0	150
227	0	150
228	0	150
229	0	150
230	0	150
231	0	150
232	0	150
233	0	150
234	0	150
235	0	150
236	0	150
237	0	150
238	0	150
239	0	150
240	0	150
241	0	150
242	0	150
243	0	150
244	0	150
245	0	150
246	0	150
247	0	145
248	6	150
249	0	150
250	0	150
251	0	150
252	0	150
253	0	150
254	0	150
255	0	150
256	0	150
257	0	102
258	0	150
259	0	119
260	0	150
261	0	150
262	0	150
263	0	150
264	0	126
265	0	150
266	0	150
267	0	150
268	0	150
269	0	150
270	0	150
271	0	150
272	0	150
273	0	150
274	0	150
275	0	150
276	6	150
277	0	150
278	0	150
279	0	146
280	0	150
281	0	150
282	0	150
283	0	150
284	0	150
285	0	150
286	0	150
287	12	150
288	0	150
289	12	150
290	0	150
291	0	150
292	0	150
293	0	150
294	0	150
295	0	150
296	0	150
297	0	81
298	0	150
299	0	150
300	0	150
301	0	150
302	0	150
303	0	150
304	0	150
305	0	150
306	0	150
307	0	150
308	0	150
309	0	150
310	0	150
311	0	124
312	0	150
313	0	150
314	0	150
315	0	150
316	0	150
317	0	150
318	0	150
319	0	150
320	0	150
321	0	108
322	0	150
323	2	150
324	0	150
325	0	85
326	0	150
327	0	150
328	0	150
329	0	150
330	0	150
331	11	150
332	0	150
333	0	150
334	0	150
335	37	150
336	0	150
337	0	150
338	0	150
339	0	150
340	0	150
341	0	150
342	0	150
343	0	150
344	0	150
345	0	150
346	0	150
347	0	150
348	0	150
349	0	150
350	0	150
351	0	150
352	0	150
353	0	150
354	0	150
355	0	150
356	0	150
357	0	150
358	0	150
359	0	150
360	0	150
361	20	150
362	0	150
363	0	150
364	0	150
365	0	150
366	0	150
367	0	150
368	0	150
369	0	141
370	0	150
371	0	150
372	0	150
373	0	150
374	0	150
375	0	121
376	0	150
377	0	136
378	0	150
379	0	150
380	0	150
381	8	150
382	0	146
383	0	150
384	0	150
385	0	150
386	0	150
387	0	120
388	0	150
389	0	150
390	0	150
391	0	150
392	0	150
393	0	150
